#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NFD3	NRPB3	3702.AT1G31817.1	3702.AT2G15430.1	0.181	0	0	0	0.653	0.185	0	0.265	0.807
NRPB3	TAF4B	3702.AT2G15430.1	3702.AT1G27720.1	0	0	0	0	0.083	0	0.676	0.078	0.702
NRPB3	STZ	3702.AT2G15430.1	3702.AT1G27730.1	0	0	0	0	0	0.049	0.392	0.066	0.412
NRPB3	ZAT6	3702.AT2G15430.1	3702.AT5G04340.1	0	0	0	0	0	0.049	0.392	0.066	0.412
NRPB3	RHL41	3702.AT2G15430.1	3702.AT5G59820.1	0	0	0	0	0	0.049	0.392	0.066	0.412
NRPB3	ZF2	3702.AT2G15430.1	3702.AT3G19580.1	0	0	0	0	0	0.049	0.392	0.066	0.412
NRPB3	PRH75	3702.AT2G15430.1	3702.AT5G62190.1	0	0	0	0	0.063	0.151	0.254	0.164	0.438
NRPB3	TAF4	3702.AT2G15430.1	3702.AT5G43130.2	0	0	0	0	0.083	0	0.676	0.078	0.702
OST1	bZIP	3702.AT4G33950.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.652	0.652
OST1	RD22	3702.AT4G33950.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.460	0.459
OST1	SIZ1	3702.AT4G33950.1	3702.AT5G60410.2	0	0	0	0	0	0	0.141	0.611	0.651
P5CS1	bZIP	3702.AT2G39800.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.461	0.461
P5CS1	SOS1	3702.AT2G39800.1	3702.AT2G01980.1	0.190	0	0	0	0	0	0	0.663	0.715
P5CS1	RD20	3702.AT2G39800.1	3702.AT2G33380.1	0	0	0	0	0.227	0	0	0.461	0.565
P5CS1	RD26	3702.AT2G39800.1	3702.AT4G27410.3	0	0	0	0	0.118	0	0	0.351	0.403
P5CS1	SOS2	3702.AT2G39800.1	3702.AT5G35410.1	0	0	0	0	0	0	0	0.618	0.618
P5CS1	SOS3	3702.AT2G39800.1	3702.AT5G24270.2	0	0	0	0	0.047	0	0	0.638	0.640
P5CS1	RD22	3702.AT2G39800.1	3702.AT5G25610.1	0	0	0	0	0.169	0	0	0.803	0.829
PFT1	bZIP	3702.AT1G25540.1	3702.AT1G68880.1	0	0	0	0	0	0.501	0	0.214	0.591
PFT1	ZFHD1	3702.AT1G25540.1	3702.AT1G69600.1	0	0	0	0	0	0.672	0	0.619	0.869
PRH75	emb1507	3702.AT5G62190.1	3702.AT1G20960.1	0	0	0	0	0.197	0.130	0.253	0.155	0.500
PRH75	RD22	3702.AT5G62190.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.500	0.499
PRH75	SIZ1	3702.AT5G62190.1	3702.AT5G60410.2	0	0	0	0	0.042	0.046	0.443	0	0.446
RCD1	TAF4B	3702.AT1G32230.1	3702.AT1G27720.1	0	0	0	0	0	0	0	0.907	0.907
RCD1	bZIP	3702.AT1G32230.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.451	0.451
RCD1	TAF4	3702.AT1G32230.1	3702.AT5G43130.2	0	0	0	0	0.099	0	0	0.904	0.909
RCD1	SOS1	3702.AT1G32230.1	3702.AT2G01980.1	0	0	0	0	0	0.597	0	0.910	0.962
RD20	RD22	3702.AT2G33380.1	3702.AT5G25610.1	0	0	0	0	0.154	0	0	0.659	0.699
RD20	RD26	3702.AT2G33380.1	3702.AT4G27410.3	0	0	0	0	0.215	0	0	0.636	0.702
RD22	STZ	3702.AT5G25610.1	3702.AT1G27730.1	0	0	0	0	0	0	0	0.441	0.441
RD22	bZIP	3702.AT5G25610.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.596	0.596
RD22	SOS1	3702.AT5G25610.1	3702.AT2G01980.1	0	0	0	0	0	0	0	0.593	0.593
RD22	RD26	3702.AT5G25610.1	3702.AT4G27410.3	0	0	0	0	0	0	0	0.637	0.637
RD22	ZAT6	3702.AT5G25610.1	3702.AT5G04340.1	0	0	0	0	0	0	0	0.412	0.412
RD22	SOS2	3702.AT5G25610.1	3702.AT5G35410.1	0	0	0	0	0	0	0	0.441	0.441
RD26	STZ	3702.AT4G27410.3	3702.AT1G27730.1	0	0	0	0	0.169	0	0	0.549	0.609
RD26	bZIP	3702.AT4G27410.3	3702.AT1G68880.1	0	0	0	0	0	0	0	0.618	0.618
RD26	ZFHD1	3702.AT4G27410.3	3702.AT1G69600.1	0	0	0	0	0	0.500	0	0.625	0.804
RD26	WRKY40	3702.AT4G27410.3	3702.AT1G80840.1	0	0	0	0	0.154	0	0	0.502	0.560
RD26	ZF2	3702.AT4G27410.3	3702.AT3G19580.1	0	0	0	0	0.349	0	0	0.308	0.530
RD26	RHL41	3702.AT4G27410.3	3702.AT5G59820.1	0	0	0	0	0.148	0	0	0.349	0.421
RD26	ZAT6	3702.AT4G27410.3	3702.AT5G04340.1	0	0	0	0	0.220	0	0	0.441	0.545
RD26	SOS2	3702.AT4G27410.3	3702.AT5G35410.1	0	0	0	0	0	0	0	0.718	0.718
RHL41	STZ	3702.AT5G59820.1	3702.AT1G27730.1	0	0	0	0.744	0.863	0	0	0.960	0.896
RHL41	bZIP	3702.AT5G59820.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.548	0.548
RHL41	WRKY40	3702.AT5G59820.1	3702.AT1G80840.1	0	0	0	0	0.826	0	0	0.604	0.928
RHL41	WRKY33	3702.AT5G59820.1	3702.AT2G38470.1	0	0	0	0	0.746	0	0	0.621	0.899
RHL41	WRKY46	3702.AT5G59820.1	3702.AT2G46400.1	0	0	0	0	0.530	0	0	0.190	0.603
RHL41	ZF2	3702.AT5G59820.1	3702.AT3G19580.1	0	0	0	0.701	0.685	0	0	0.682	0.747
RHL41	ZAT6	3702.AT5G59820.1	3702.AT5G04340.1	0	0	0	0.727	0.826	0	0	0.851	0.866
RHL41	SIZ1	3702.AT5G59820.1	3702.AT5G60410.2	0	0	0	0	0	0.121	0.339	0.455	0.655
SIZ1	STZ	3702.AT5G60410.2	3702.AT1G27730.1	0	0	0	0	0	0.121	0.339	0.460	0.658
SIZ1	ZF2	3702.AT5G60410.2	3702.AT3G19580.1	0	0	0	0	0	0.121	0.339	0.236	0.517
SIZ1	ZAT6	3702.AT5G60410.2	3702.AT5G04340.1	0	0	0	0	0	0.121	0.339	0.373	0.603
SOS1	bZIP	3702.AT2G01980.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.520	0.520
SOS1	SOS3	3702.AT2G01980.1	3702.AT5G24270.2	0	0	0	0	0.049	0.078	0.167	0.979	0.983
SOS1	SOS2	3702.AT2G01980.1	3702.AT5G35410.1	0	0	0	0	0.045	0.543	0	0.987	0.994
SOS2	STZ	3702.AT5G35410.1	3702.AT1G27730.1	0	0	0	0	0.044	0.096	0.072	0.373	0.429
SOS2	SOS3	3702.AT5G35410.1	3702.AT5G24270.2	0	0	0	0	0	0.999	0.048	0.996	0.999
SRO1	TAF4B	3702.AT2G35510.1	3702.AT1G27720.1	0	0	0	0	0	0	0	0.931	0.931
SRO1	TAF4	3702.AT2G35510.1	3702.AT5G43130.2	0	0	0	0	0	0	0	0.930	0.930
STZ	bZIP	3702.AT1G27730.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.516	0.516
STZ	WRKY46	3702.AT1G27730.1	3702.AT2G46400.1	0	0	0	0	0.516	0	0	0.166	0.579
STZ	ZF2	3702.AT1G27730.1	3702.AT3G19580.1	0	0	0	0.902	0.546	0	0	0.878	0.584
STZ	ZAT6	3702.AT1G27730.1	3702.AT5G04340.1	0	0	0	0.967	0.863	0	0	0.876	0.866
STZ	WRKY33	3702.AT1G27730.1	3702.AT2G38470.1	0	0	0	0	0.865	0	0	0.622	0.946
STZ	WRKY40	3702.AT1G27730.1	3702.AT1G80840.1	0	0	0	0	0.872	0	0	0.604	0.947
TAF4	TAF4B	3702.AT5G43130.2	3702.AT1G27720.1	0	0	0	0.924	0	0.999	0.800	0	0.999
WRKY33	bZIP	3702.AT2G38470.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.590	0.590
WRKY33	WRKY40	3702.AT2G38470.1	3702.AT1G80840.1	0	0	0	0.657	0.868	0	0	0.924	0.910
WRKY33	ZF2	3702.AT2G38470.1	3702.AT3G19580.1	0	0	0	0	0.476	0	0	0.112	0.515
WRKY33	WRKY46	3702.AT2G38470.1	3702.AT2G46400.1	0	0	0	0.604	0.593	0	0	0.748	0.711
WRKY33	ZAT6	3702.AT2G38470.1	3702.AT5G04340.1	0	0	0	0	0.665	0	0	0.638	0.874
WRKY40	bZIP	3702.AT1G80840.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.591	0.591
WRKY40	ZF2	3702.AT1G80840.1	3702.AT3G19580.1	0	0	0	0	0.567	0	0	0.245	0.659
WRKY40	WRKY46	3702.AT1G80840.1	3702.AT2G46400.1	0	0	0	0.592	0.742	0	0	0.771	0.822
WRKY40	ZAT6	3702.AT1G80840.1	3702.AT5G04340.1	0	0	0	0	0.608	0	0	0.639	0.852
WRKY46	ZAT6	3702.AT2G46400.1	3702.AT5G04340.1	0	0	0	0	0.209	0	0	0.591	0.662
ZAT6	bZIP	3702.AT5G04340.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.960	0.960
ZAT6	ZF2	3702.AT5G04340.1	3702.AT3G19580.1	0	0	0	0.888	0.550	0	0	0.811	0.590
